text,Label
situasi konflik israel palestina akan jadi cermin bagi kondisi geopolitik di timur tengah dan juga di level internasional,0
yang buat saya takjub adalah konflik ini jadi sudah berapa dekade,2
aksi keras baru israel di masjid al aqsa bisa guna bagai momentum untuk tegak hukum hukum internasional kait konflik palestina israel,0
kabar konflik apa itu apalagi di palestina memang ibarat geledek di siang bolong yang bikin kesel dan sakit hati tapi dengan propaganda tuju dukung sesuatu tanpa ajak orang kamu bisa paham,2
eror tidak hanya laku oleh individu dan kelompok dari agama dan etnis tentu yang jadi di palestina adalah teror buah rezim,2
palestina butuh hadir pikir dari syarikat muhammadiyah yang harap dapat cari solusi bagaimana cara agar palestina dapat nikmat merdeka,0
mari kita tunduk kepala dan doa saudara saudara muslim kita di palestina atau daerah konflik timur tengah agar senantiasa beri sabar,0
lucu dari jaman ke jaman doa tidak kabul lalu apa yang salah konflik palestina vs israel bukan soal agama yaa tapi politik kuasa dan itu sudah ada,0
konflik israel palestina itu tidak akan henti sampai hari kiamat nanti,2
iya tuju saya simpati juga dengan palestina,0
ada yang bilang konflik di palestina bukan soal agama mungkin benar dia kata,0
jujur sampai sekarang saya tidak erti akar masalah yang trjadi antara palestina dan israel,2
konflik palestina hanya dengan doa bukan solusi apa yang jadi di al quds adalah masalah politik dan butuh solusi politik keras sistematis suatu negara harus tidak selesai,0
palestina dan israel itu konflik bukan dalam konteks konflik agama tapi politik kaget saja komentar pada dukung israel cara tidak langsung kamu pada dukung kolonialisme atau jajah,2
dan palestina dan israel itu konflik bukan dalam konteks konflik agama tapi politik kaget saja komentar pada dukung israel cara tidak langsung kamu pada dukung kolonialisme atau jajah,0
orang indo dan atau yang aku pancasila nkri harga mati soekarnoisme juga yang dukung zionist dan israel itu bodoh iya,2
mereka kedok lembaga sosial,2
entah apakah cuma aku yang rasa kalau konflik palestina dan israel ini tidak begitu tanggap sama dunia dan publik figur dunia,2
ntah apakah cuma aku yang rasa kalau konflik palestina dan israel ini tidak begitu tanggap sama dunia dan publik figur dunia,2
buat orang kristen yang dukung israel karena janji lama seperti sangat bodoh mereka lupa kalau palestina juga isi minoritas kristen konflik ini murni politik dan bukan perang agama,2
bangsa palestina ami tanah kosong itu ketika bangsa israel usir saat kalah jajah dan akhir sebar seluruh dunia bagaimana pun juga,0
israel ingin ngerebut palestina cuma atas dasar percaya mereka dan ini konflik abadi sampai kiamat tulis di kitab,2
iya israel ingin ngerebut palestina cuma atas dasar percaya mereka dan ini konflik abadi sampai kiamat tulis di kitab,0
konflik israel palestina itu konflik rebut daerah atau politik bukan masalah agama,0
konflik yang tidak akan pernah ujung nii sampai kiamat,2
sedang apa ngurusin palestina sudah lihat konflik penting,2
sebel banget lihat masih banyak yang framing konflik israel palestina bagai konflik zionis yahudi vs muslim palestina,2
beri merdeka kepada hongkong dan lepas taiwan dari masalah internasional serta selesai konflik israel palestina,0
konflik israel palestina harus di lihat akar masalah,1
dari dulu sampai sekarang belum pernah denger ada pasu damai pbb di palestina percuma ada badan dunia tapi tidak bisa selesai konflik palestina israel kaya ada pem,2
dalam pikir yang kolot dan batas ini iya peran redaksi media itu uji saat langgar ham yang ada di palestina media yang mau ku kritisi adalah tepewen why tendensi pimred cenderung,2
saya profesional dan kontra soal kasus palestina dan israel,0
tidak akan pernah israel dapat hancur kan masjid al aqsa sampai kiamat pun dan israel tidak akan musnah sampai hari akhir jika bisa di hancur kan sudah sejak lama,0
tuju memang agenda utama indonesia apabila jadi member tidak tetap un security council adalah untuk bela hak palestina jadi negara utuh,1
kalau palestina dan israel sudah damai arti kiamat sudah dekat,2
save moga orang orang di palestina dalam ada sehat semua dan moga konflik yang lama ini jadi bisa akhir cepat mungkin aamiin,1
mungkin kita sudah bisa lebih dewasa kali iya untuk coba lihat konflik kali ini dari sisi yang lebih objektif tidak melulu tentang sedih palestina kenapa,1
ini saya bikin thread bahas hanya tentang kasus yang lagi ramai minggu belakang ini iya ajak kita sama pikir objektif saja bukan tentang konflik palestina zionis israel yang sudah mau satu abad ini,2
konflik israel palestina ingat saya akan baik hati saladin ketika hasil rebut kota jerusalem saladin enggan untuk siksa atau usir umat non muslim dari jerusalem,0
soal konflik israel palestina sebenernya israel juga lelah nyerang melulu cuma mereka sadar saja kalau mereka henti serang bakal kiamat ketawa,2
kaum cerdas dan kritis nkri kalau soal konflik israel palestina,0
mari lihat israel dan palestina bagai konflik negara bukan konflik agama,1
saya bukan profesional yahudi asal anda tahu tapi saya profesional nyata saja sih fakta yang ada yang benar jadi rakyat biasa palestina dan israel mereka hidup normal damping benar,2
akhir israel bakal buat serang udara di gaza mengapa negara arab tidak ada yang mau suplai senjata ke palestina bisa pakai lawan negara arab lain cuma iran yang mau suplai sayang simp,2
cukup fair jika pem perlu juga dorong rakyat palestina hindar tindak provokatif yang mancing konflik dng aparat israel konflik hanya rugi semua fihak dorong semua fihak cipta atur daerah,2
dari kemarin ajar soal sejarah palestina israel dari usir kaum yahudi dari yudae sama kaum romawi smpe runtuh raja ottoman yang sebab hilang lindung atas palestina,0
banyak tanya pbb mana dalam kasus palestina israel padahal pbb sudah ambil tindak sejak awal konflik,1
tanya pbb mana dalam kasus palestina israel pbb sudah ambil tindak sejak awal konflik,2
yang bikin palestina dan israel perang itu karena ada mirip sejarah,0
di indonesia pandang seperti ini mungkin cuma petas atau kembang api tapi di gaza dan israel,2
facebook sangat tidak ramah dengan berita konflik palestina israel tiga akun saya tumbang gara gara berita situasi kini laku zionist hadap rakyat palestina,2
konflik israel palestina itu bukan melulu soal agama tapi konflik penting yang mereka rebut itu wilayah,0
yang bilang tapi nanti kiamat tertawa ke orang harap konflik israel palestina selesai is seriously selfish gila saja komentar hal parah itu pakai tertawa,1
banyak yang masih mikir jadi di palestina itu batas konflik agama hai tidak begitu loh ini sudah ngelawan ham,1
konflik palestina israel memang bukan konflik sisi agama,1
tidak paham kenapa negara lain bahkan pbb kes tutup mata dengan konflik israel palestina itu sudah tahun tahun gila,2
lawan palestina ini macam intifada jilid dan israel layak sebut bagai negara teroris,2
iya allah kapan iya konflik palestina israel bisa segera akhir,0
memang siapa yang bilang konflik israel palestina itu konflik agama dari dulu juga kayak ini konflik wilayah deh tidak ada hubung dengan konflik yahudi islam,0
sedih padahal palestina itu negara pertama yang bantu aku daulat indonesia kita bantu banget dulu tapi sekarang mrk bgini,2
harus tahu dulu sejarah nya bagaimana antara palestina dan israel memang tidak di benar kan untuk perang moga cepat selesai masalah turut duka bagi yang tinggal,1
kita semua tuju serang israel ke palestina itu adalah jatah,0
serang israel ke palestina tidak tahu oleh idol kpop biasa tu idol sayang pada kasi dukung kalau ada tragedi,2
tuju sikap indonesia tentang dan kutuk serang israel ke palestina jajah di atas dunia harus hapus,0
tidak pernah bicara konflik israel palestina karena gak jelas dan simpang siur,2
jadi israel mau tingkat serang udara nya telah dapat peluru kendali dari gaza yang jelas jelas di ledak di udara sama iron dome kalau pihak israel nya tidak pengaruh apa apa,0
konflik palestina dan israel tidak akan pernah damai sampai akhir zaman,0
isu konflik israel palestina ujung ujung selalu banding banding dengan isu papua dan minoritas tindas di mari yang di mana kaya kotor kucing saja sih kamu begini begitu masih saja pada adu dan,2
satu hal yang tidak pernah saya suka dari konflik israel palestina gaza adalah israel dan palestina gaza sama sama alat tempur,2
indonesia memang kalau ada apa apa cuma menang heboh saja tidak di bidang sepakbola dan konflik israel palestina,2
moga damai segera wujud di palestina lepas apa sebab konflik sebut tidak harus sebab ancam nyaman hidup bahkan hilang nyawa my thoughts and prayers for human,1
di tingkat masyarakat pun begitu mayoritas masyarakat punya peduli besar pada bebas palestina amp selesai konflik di sana itu bagus atas nama manusia namun sekali lagi,1
lepas dari hujat soal yang jadi di palestina bukan konflik agama lah,1
terlalu banyak hal yang tidak saya tahu kait konflik israel palestina jadi daripada saya speak up kait hal yang tidak saya tahu,1
palestina ini konflik rumit papua juga rumit indonesia bahkan makin rumit,2
mana saja sby lama tahun kuasa rupa kenapa tidak pada saat pak sby kuasa selesai konflik antara israel dan palestina bicara pakai kaca dong mungkin ini efek sampai,2
amerika serikat anggap oleh banyak amat bagai hambat resolusi konflik palestina israel sejak tahun,2
alangkah baik perintah indonesia seru kepada israel dan palestina untuk henti konflik senjata yang jadi saat ini,2
konflik palestina sudah luar nalar saya kenapa harus serang saat ibadah mana manusia itu,0
negara pegang veto sudah desak ada tindak khusus pada konflik sana dan amerika sudah jelas mulai goyah dan asa presiden sudah keluar statement nya,0
konflik palestina keras militer hanya bisa henti dengan intervensi militer,2
konflik palestina sama israel itu murni politik jadi teman teman tolong jangan liat dari sisi agama tentu di israel dan palestina itu ada kristen,1
wish saya moga konflik palestina dan israel ini ketemu titik terang ada dialog yang bisa dilakuka sehingga segala bentuk keras bisa hindar amin,1
yang sedang jadi antara palestina dan israel adalah tentang rebut wilayah bukan perang antar agama ini orang orang bahkan bawa agama,0
soal palestina dan israel sampai kiamat tidak akan ada yang bisa selesai kecuali salah satu pihak gabung atau integrasi kemudian jadi satu negara besar tinggal,2
itu yang nama yahudi itu tidak mesti israel karena yahudi itu adalah ras bukan negara seperti hal arab,0
saya tahu kamu pada sedang beri dukung kait situasi yang panas antara palestina dan israel tapi bukan arti ikut sebar isu bohong tanpa laku validasi sama sekali perang di sana bukan,1
sama saya belum bisa tentu siapa yang benar dan salah dari baca informasi yang edar makanya kalem saja tunggu terus update berita palestina dan israel,1
loh ketika us jajah dan bantai indian bilang aneksasi smntara umat islam rebut palestina dari orang romawi sebut jajah,0
harap sederhana saja anda saja selisih antara palestina dan israel ini bisa selesai dengan hompimpa betapa senang dunia ini yang tanpa perang,1
orang di negara ini lebih lihat konflik sebut dengan sentimen agama,0
habis itu keluar lagi tuding kalau israel bantai warga sipil palestina yang tidak dosa lihat pola serang israel peluru kendali mrk jelas ke arah titik yang duga tempat luncur roket hamas banding,2
palestina dan israel tika dari kamu masih bentuk pejuh tahun lagi data kamu dari mana jangan asal bicara malu sama jenggot,2
kata palestina israel bukan konflik agama tapi kenapa act for humanity selalu narasi seperti konflik agama orang muslimah seret dan borgol bicara,0
kalau memang israel beri tahu agar sipil palestina jauh dari hamas kenapa masih banyak sipil palestin yang mati karena kena bom kata ini bukan konflik agama lantas konflik apa,0
sejarah konflik israel palestina sebenernya panjang,0
yang jelas salah satu tanda kiamat adalah damai wilayah palestina dan israel dari sini mungkin kita bisa pikir tuhan masih beri kita banyak waktu untuk jadi khalifah di,0
konflik palestina dan israel yang di sorot jurnalis tidak perlu saya komen karena berita tidak imbang alias tidak netral bodo amat,2
tensi antara israel dan palestina atas wilayah sheikh jarrah sudah ada sejak tahun an eskalasi konflik pengaruh oleh dinamika internal israel yang komitmen pada tuju dalam kuasa she,0
waris islam yang tanam dan mesti percaya dari konflik palestina israel adalah kalau mereka damai arti kiamat tinggal ngitung hari selamat idul fitri,2
padahal beliau masuk pimpin yang benar benar dukung penuh juang palestina bahkan sering komunikasi dengan pimpin hamas walaupun juga tidak bisa dipungkiri kerjasama antara turki,0
mana teroris yang kata mau jihad ayo karena dengan ada konflik perang antara palestina dan israel kalian bisa wujud juang jihad kalian karena klu kalian memang btl mau jihad saat,2
memang nature konflik palestina israel cara khusus dan power relations timteng cara umum pelik dan kusut mereka bisa saling tampak pihak di satu hal,2
lihat konflik israel dan palestina benar tidak hitam putih itu apalagi lihat dari media media indonesia,0
kalau kasus palestina dan israel ini iya harus pihak tidak ada zona abu karena zona abu lebih bahaya dari lawan silah pilih yang mana gantung hati nurani masing,0
prihatin dengan korban sipil dari pihak palestina maupun israel tapi heran saya kok masih ada saja orang indonesia yang salah hamas padahal konflik ini sudah cukup jelas antara yang kuat amp sewena,0
tidak semua karena israel ada konflik antara dua pihak fraksi utama palestina yaitu fatah dan hamas mayoritas peperangan adalah jadi di jalur gaza hamas yang lebih dahulu,0
agak susah untuk bilang tidak ada unsur agama di konflik palestina karena israel diri atas dasar klaim bahwa jerusalem dan sekitar adalah tanah yang janji tuhan untuk bangsa yahudi,0
sah mana banyak banget orng sok tahu yang blng hrsnya indonesia kirim pasu ke palestina dong,0
propaganda halus dengan guna kata kata konflik guna media zionis bagai retorika propagandis untuk lepas represi israel kepada warga palestina bagai self defense dan mendeko,0
palestina itu negara merdeka dan sudah aku oleh pbb israel palestina itu konflik wilayah dari negara negara palestina serang negara israel dengan roket amp peluru kendali,0
aku pernah dengar ceramah kalau konflik palestina dan israel itu sudah di takdir allah dalam al quran serta alas dalam beberapa hadis yang arti iya memang sudah garis itu,0
serang israel ke yerusalem adalah bentuk serang ke seluruh muslim lindung hormat yerusalem adalah wajib bagi tiap muslim kami akan terus sama sauda,0
dengan cara di luar proporsi dan jauh lebih besar daripada ketidakadilan yang jauh lebih dahsyat ini yang kita saksi akhir ini konflik yang terus tingkat antara israel dan palestina kuat besar,0
lihat polemik yang jadi antara palestina dan israel yang belum temu titik ujung,0
ramai soal palestina dan israel daripada orang palestina dan sakit,0
daripada palestina dan israel tempur terus,0
bicara konflik israel palestine sama aba bisa tahu banyak fakta dan sejarah bicara konflik israel palestine sama mama israel laknat,2
diksi yang tepat bukan dar konflik antar agama tidak bisa dipungkiri konflik israel dan palestina banyak sekali pengaruh unjsr agama utama islam dan yahudi sama sama klaim tanah kan,0
konflik israel dan palestina lebih ke masalah tanah wilayah daripada agama mereka sama sama ingin tanah yang sekarang jadi wilayah israel dan palestina untuk jadi tempat tinggal dan men,0
palestina israel di pusing terus,2
saya heran sama pbb kata untuk misi damai dunia,2
palestina israel bukan konflik agama,1
nah jujur tidak suka sama muslim yang bilang saya mah netral soal konflik palestina israel masalah iman itu antara bela yang haq dan yang bathil tidak ada di sisi tengah,2
memang tidak ada guna tu pbb di diri,2
saya tidak suka sama laku israel dan pbb tidak ada tindak tegas percuma tu pbb di diri umur sudah tahun tapi konflik di palestina dan israel belum juga kelar,2
ini dia orang amerika si bela israel pantas saja pbb tidak kutik selesai konflik palestina israel ini biang kerok biang kerok yang tebar zalim kuasa muka bumi ini tun,2
konflik israel palestina kembali bara mula dari yerusalem,0
dan israel juga rakus soal teritorial dan tidak salah juga palestina tahan tapi harus pbb dengan kuat penuh dari kumpul bangsa bangsa,2
yang paham konflik antara israel dan palestina adalah soal agama,0
panjang hayat selalu siar konflik israel palestina,2
saya amat timeline dari hari belakang ini perihal konflik israel palestina itu hampir semua kaum moslem akun twiter isi hujat dan maki kepada israel,2
benar ini bukan perang negara tapi perang antar oknum yang sudah racun masyarakat israel dan palestina sampai jadi konflik panjang,2
konflik israel dan palestina kalau klaim bukan landas agama,0
benar tentang konflik israel palestina yang seruak muka adalah lonceng mati bagi iran serta milisi mailing list teror yang dukung cepat atau lambat akan hempas one by one,0
orang muslim buat statement bahwa konflik israel palestina itu bukan konflik agama,1
lagi tunggu yang tweet begini konflik palestina dan israel itu hanya alih isu,2
dan israel kati tuhan mereka yaitu yhwh sementara raja filistin palestina pimpin oleh goliath dan kati dewa dewi mereka tanya kenapa muslim catut tuhan,0
bayang berita ini tenggelam karena konflik palestina ketawa parah itu negara ini,2
yah jongos yahudi lebih baik diem daripada di bully jangan tulis hal yang sensitif buat publik figur mau konflik agama atau manusia inti yahudi itu rebut tanah palestina kasar rampok mal,2
konflik israel palestina dan usa iran bisa sebab perang lebih besar lagi mohon pbb segera damai mr abuti,2
turki selalu seperti itu ketika ada konflik israel palestina nyata nya tidak pernah berani konfrontasi langsung dng israel,2
yang sempit jadi konflik sektarian tapi saya juga tidak dukung tindas hadap kelompok apa jadi saya tetap hormat sikap anda dukung palestina,1
pandang zakir naik tentang palestina dan israel yahudi bahwa orng yahudi lah yang paling keras musuh hadap kaum muslimin gal gadot may allah,0
di palestina bukan hanya ada islam ada yahudi ada ortodoks begitu juga di israel bukan sudah tulis dalam al quran bahwa tidak akan selesai palestina dan israel selain darip,0
palestina butuh dukung dunia bukan cuma dukung dunia islam yang lagi beranta masjid rusak tidak arti itu pasti konflik agama sulit memang paham,2
note israel tidak ingin ingin lihat konflik ini akhir sampai mereka telah ambil alih semua wilayah palestina dan belum lagi mereka akan terus terus main kartu korban untuk benar,0
media sama tokoh agama tidak harus bikin orang mikir konflik palestina sama israel itu konflik agama banyak tulis cuma singgung muslim,2
seperti ada yang tidak rela kalau senjata di gaza asal dari hizbullah dan iran saya heran mereka ini lihat konflik palestina dari sisi apa,2
jadi semua konflik yang jadi antara israel palestina awal asal dari jajah inggris di timur tengah again,0
ini akan tingkat konflik di wilayah duduk dan antara para mukim dan orang orang palestina yang tinggal di daerah daerah ini apa yang paling takut oleh para pimpin israel,0
bahkan bikin makin jadi rumit perang yang tidak imbang begini,2
memang kenapa sih harus tema dengan konflik agama memang kalau tidak demikian jihad dukung palestina merdeka jadi invalid begitu di sini banyak mispe,0
pbb larang jajah semenjak habis perang dunia dua dan israel laku itu kepada palestina gal gadot juga pilih kata tetangga daripada orang orang palestina turut saya ini,0
orang banyak pilih alas dalam lihat konflik palestina kenapa ganggu sekali jika ada lihat dari perspektif sejarah agama tanya yang kamu lontar sebut sudah lenceng mana dan aneh,1
orang banyak pilih alas dalam lihat konflik palestina kenapa ganggu sekali jika ada yang lihat dari perspektif sejarah agama tanya yang kamu lontar sebut sudah lenceng mana dan aneh,2
konflik antara israel sama palestina itu tidak ada hubung sama agama tuhan,1
jangan bicara konflik timur tengah kalau kamu sendiri masih egois doa hanya muslim palestina,2
tragedi palestina bukan konflik agama terus saya minta jelas dari awal eskalasi konflik ke orang yang bicara seperti begitu bahkan dia tidak erti apa apa,0
hamas aku beberapa komandan top gugur akibat serang udara israel,0
berita sebut hanya framing yang guna israel bagai alas kuat untuk laku serang udara ke gaza,0
itu yang harap israel bagai alas kuat untuk laku serang udara ke palestina,0
israel cuba tutup kejam yang laku ke atas gaza dengan musnah menara besar di gaza yang tempat jabat media dan wartawan berita dalam serang yang lancar oleh pesawat,0
israel palestina ini tidak lagi jadi konflik agama namun ini adalah kolonialisme dengan cover agama ingat banyak komunitas arab di israel maupun yahudi di palestina justru dengan bilan,0
nyata palestina dan israel cuma gimmick sambut idul fitri selamat atas naik isa al masih,2
asal muasal dan picu panas tempur baru palestina israel hal hal yang perlu tahu untuk paham asal muasal tingkat tegang baru konflik palestina israel https,0
konflik yang ada tidak pernah selesai seperti palestina israel adalah konflik sengaja di pelihara karena banyak dagang yang ambil untung dengan konflik itu,2
yak ceramah hari ini isi dengan materi konflik israel palestina dan komunis china darat,2
nyata tidak semua muslim arab profesional ke palestina iya,2
jadi orang jangan tolol amat lah sama konflik israel palestin dengan mayo mino indonesia di palestina jadi jahat perang,2
yang saya amat banyak yang tidak paham paksa paham dalam konflik palestina dan israel jadi bahkan timbul masalah baru ribut masalah ras agama mino dan mayo heran fokus saja se,1
jangan hamas itu kroni israel hamas butuh israel untuk legitimasi serang ke palestina kita tahu roket hamas letoy dan tidak destruktif tapi dengan ada roket itu,2
konflik israel vs palestina ialah pintu perang saudara dan jika jadi pecah perang,0
ada saja masyarakat indo yang dukung israel yang jelas jelas laku tindas perang pikir on going simpang konflik israel palestina jadi isu mayoritas minoritas hasil,2
serang roket hamas akan jadi dalih israel lebih keras gempur pasu israel sudah siap serang darat lumpuh hamas ke daerah palestina kuat militer israel tidak ban,0
israel terus lancar serang udara ke jalur gaza di hari raya idul fitri hingga kamis pagi,0
israel menetralisir para pimpin kunci kelompok teroris hamas dan jihad islam yang tanggung jawab atas serang teror roket ke israel intel israel kerja akurat teroris palestina pun bingung,0
justru negara pecah soviet yang menghimbau vladimir putin desak konflik israel dan palestina segera henti,0
lapor situasi konflik palestina ekstrim kanan yahudi serang wartawan roket israel hasil hantam pabrik roket amp pusat kendali drone hamas pasu darat israel siap masuk gaza,0
konflik palestina israel itu gampang banget solusi hapus negara palestina dan israel,2
saya kakak perempuan sebenernya sudah janji sama diri sendiri tidak akan bahas hal yang serius lagi di twitter apalagi tentang konflik israel palestina,2
asal mula konflik tanah yang eskalasi makin besar sampai balas roket antara israel dan palestina nyata tikai swasta tapi bawa ke ranah politik dan etnis,0
konflik india pakistan bangladesh ada karena inggris ngaco gambar peta pisah dua wilayah negara itu tapi asal asal konflik israel palestina juga sama tertawa,2
itu narasi yang propaganda israel untuk sederhana jajah mereka bagai konflik hamas vs israel palestina bukan dar hamas,0
salah satu yang paling bagus dalam jelas konflik israel palestina duaduanya ada benar dan ada salah,0
simak konflik palestina di grup facebook iya tidak akan dapat apa ada postingan kota di israel rusuh bahkan syukur padahal yang jadi warga arab dan palestina sedang keroyok,1
hadist yang jelas soal tidak akan jadi kiamat belum muslim rang yahudi kok bahkan kait kait sama konflik israel palestina ini tafsir sok tahu dari mana deh,2
jangan jangan isu palestina juga manfaat para politis lokal untuk dongkrak elektabilitas dan dukung rakyat tempat dengan melintir isu sebut jadi sentimen agama,2
mangga di simak untuk idola pres erdogan simple sih benar konflik israel palestina bisa cepat kelar kalau negara di timteng satu,2
sampai kapan pun konflik di palestina israel tidak ada yang bisa tengah damai kan yakin agama tidak bisa dipungkiri me,0
kenapa iya saya lama ini mikir kalau yang jadi di palestina itu konflik agama waktu baca lebih dalam kok nyata bukan,0
kok konflik beda dong konflik dengan jajah,0
kenapa makin kesini isu israel vs palestina olah olah kita dukung untuk palestina bisa perang dengan israel perang bukan jawab atas konflik sana karena tetap akan makan korban,2
itu yang sering aku tahu tidak semua di israel agama yahudi dan tidak semua dari palestina itu muslim zionis adalah perintah muslim israel serang palestina ada,0
aku usaha lihat konflik palestina sama israel cara objektif,0
orang palestina juga ada yang peluk percaya yahudi,1
terkadang pikir juga kenapa negara arab yang selalu kita puji diam ribu bahasa saat konflik israel palestina bahkan negara iran syiah yang bela mati palestina mana syiah di negeri ini,0
lihat israel palestina tidak heran orang tinggal agama,2
antek yahudi sok bijak posting photo tentara israel dorong kursi roda warga arab sebab konflik palestina israel adalah karena israel serobot,2
meta konflik palestina dan israel tidak dar framing dari media islam vs yahudi semata lain betul betul lihat apa yang jadi di lapang,0
terus buat apa sih buat akan akan palestina vs israel ini buah konflik agama iya tentu untuk tutup apa yang sebenernya jadi fakta,2
jadi konflik sebut buah konflik antar agama buat hak palestina atas bebas,2
inti buat akan akan konflik antar agama untuk alih perhati dari fakta bahwa israel adalah buah koloni yang duduk palestina,0
inti yang serang duluan kan warga palestina terus lari masuk ke dulu masjid untuk playing victim israel serang masjid padahal di dalam masjid sudah sedia batu dan al,2
yang parah dari twit twit konflik israel dan palestina di indonesia adalah bawa bawa ke ranah ribut kubu di indonesia ada nalar yang lebih rusak dari itu belum di indonesia en den,0
mulai muncul ini orang yang sok sok bela israel dan juga kampanye israel vs palestina bukan konflik agama akan orang yang ngebela palestina dasar agama salah,2
israel palestina bukan konflik agama lapis pertama propaganda musuh adalah abur dan bisa mungkin hilang alas kita untuk lawan mereka jika mereka hasil,0
tanya jawab tentang jajah israel di palestina ini bukan konflik agama israel dan zsm usaha bawa bawa isu agama untuk tutup fakta sungguh jajah dan settler,0
perang antara israel dengan palestina itu adalah peperangan yang tidak imbang lalu ada orang yang dengan keji sindir bahwa kalau ada juang palestina yang bisnis dan kaya maka dia dia,0
tapi kalau nga suka hamas pasti nanti bilang tidak dukung palestina dukung israel padahal iya memang lihat saja contoh sekarang serang hamas ke israel sia karena iron dome,0
sudut pandang keliru muslim sendiri yang lebih dulu jadi yahudi dan kristen bagai kelompok yang musuh mereka berd alquran konflik politik israel palestina lalu jadi konflik,0
entah kenapa saya lihat langsung konflik palestina israel benar bagai usaha cegah jadi kiamat karena prediksi kiamat justru tiba telah konflik sana selesai dan yang,2
sok banget ikut peduli dan ambil pusing soal konflik israel dan palestina tetangga kalian sedang susah dan lapar saja kalian tidak acuh peduli sama yang jauh sama yang dekat tidak peduli biji,2
