created_at,screen_name,text,Label
5/7/2021 23:53,par_tigarihit, @fadlizon @tribunnews Saya setuju pak utk urusin palestina saja... Jadi duta palestina saja pak dan tinggallah disana barang 25tahun,2
5/8/2021 4:56,ItsDanielPartz, gw lagi mikir dalam perspektif netral dan ya.. ga israel ga palestina penembakan sipil juga terjadi.  hampir disetiap perang juga ka,0
5/8/2021 5:13,ramz2402, Konflik israel palestina itu gk ada hubungannya dengan agama...di israel ada org islam yg jadi tentara israel...di palestina ada warga yg yahudi ortodoks n nasrani...tapi kenapa kyknya tiap ramadhan sela,0
5/8/2021 12:22,kycki,konflik israel dan palestina sudah tertulis di al quran..,1
5/8/2021 15:11,pratamalif_97,jangan pelihara konflik dan penderitaan warga palestina dengan bilang itu semua sudah takdir mereka untuk dijajah israel #FreePalestine,2
5/8/2021 15:11,pratamalif_97,respon begitu punya beberapa masalah: 1. membiaskan akar permasalahan konflik Palestina-Israel 2. mengkerdilkan casus belli dari konflik jadi sebatas agama 3. membatasi diskusi ttg penyelesaian k,0
5/8/2021 15:11,pratamalif_97, jangan pelihara konflik dan penderitaan warga palestina dengan bilang itu semua sudah takdir mereka untuk dijajah israel #FreePalestine,2
5/8/2021 16:58,sufiyadi8,Konflik israel -palestina tidak bisa di diamkan begitu saja  https://t.co/4DqiA1DGSP  AS dan Uni Eropa sama-sama menyerukan agar Israel dan Palestina meredakan ketegangan setelah terjadi bentrokan te,0
5/8/2021 21:20,Aulia_Bardain,Dari zamannya Bung Karno gak ada perubahannya tuh palestina.... Kenapa yaa bisa gitu?  Ada konflik apa di sana? ,2
5/8/2021 21:28,Blue_Shark29,Konflik Palestina itu murni bisnis yg sudah ada sejak puluhan tahun lalu. Hanya orang2 yg kurang literasi yg mengkuatirkan mereka.,2
5/8/2021 22:16,laburiseo,Di Israel pun banyak kok warganya yang mengecam praktik kolonialisme ini. Peran media berpuluh-puluh tahun menggeser makna konflik Israel-Palestina menjadi perang agama.,2
5/8/2021 22:16,laburiseo,Konflik Palestina dan Israel saat ini bentuk dr keinginan militer Israel yg ingin okupasi wilayah sekitar Al-Aqsa.   Kesimpulannya,1
5/8/2021 22:16,laburiseo, Di Israel pun banyak kok warganya yang mengecam praktik kolonialisme ini. Peran media berpuluh-puluh tahun menggeser makna konflik Israel-Palestina menjadi perang agama.,2
5/8/2021 22:16,laburiseo, Konflik Palestina dan Israel saat ini bentuk dr keinginan militer Israel yg ingin okupasi wilayah sekitar Al-Aqsa.   Kesimpulannya,0
5/9/2021 0:33,DendyBrokoli,Kenapa sih Israel nyerang Palestina disaat hari besar Islam atau ketika ibadah Sholat Jum'at atau kejadian kemarin saat sholat Tarawih? Konflik karena agama kah? Atau konflik karena wilayah kah? A,0
5/9/2021 1:12,alim_kidh,Konflik Israel vs Palestina itu kompleks. Sampai sekarang masih belum ada penyelesaiian.   https://t.co/lC5sU1M5pl,0
5/9/2021 3:08,BukanJubir1,Giliran Konflik Myanmar kalian bersuara.  ini Palestina dijajah,2
5/9/2021 3:11,shadikamega,terus PBB tuh ngapain sih kobisa sampe ada konflik di palestina kayak gini tapi ga beres2 gw heran,2
5/9/2021 3:16,HaedarNs,Sejak pendudukan dan berdirinya negara Israel di kawasan Yerusalem sebagai wilayah Palestina dan negeri tiga agama yaitu Islam,0
5/9/2021 5:03,adammaulana__,Masih banyak orang yang berpikir bahwa konflik yang terjadi di Palestina adalah konflik agama. IT IS NOT,1
5/9/2021 5:25,adammaulana__,Akan sangat mudah bagi negara2 kolonial untuk merebut Palestina apabila konflik tersebut atas nama agama. Jadi kita yg awam ini tak acuh dan hanya menganggap angin lalu saja “Ah udah dari awal konfl,2
5/9/2021 6:23,abdullah_182,Konflik yang terjadi di palestina emang rumit gak bisa di nilai sepihak gitu aja,1
5/9/2021 6:23,ihedi_S,Setiap ngelihat Palestina ini sejak dulu selalu ngerasa sedih. Bukan karena apa yg terjadi,0
5/9/2021 7:12,mediaindonesia,Situasi konflik Israel-Palestina akan menjadi cermin bagi kondisi geopolitik di Timur Tengah dan juga di level internasional.   https://t.co/o8EoN8Wa32,0
5/9/2021 8:48,TURngeyel,Yang membuat saya takjub adalah konflik ini terjadi sudah berapa dekade,2
5/9/2021 11:21,fadlizon,Aksi kekerasan terbaru Israel di Masjid al-Aqsa bisa digunakan sebagai momentum untuk menegakkan hukum-hukum internasional terkait konflik Palestina-Israel,0
5/9/2021 12:09,abdullah_182,Kabar konflik apapun itu apalagi di palestina emang ibarat geledek di siang bolong yang bikin kesel dan sakit hati.  Tapi dgn propaganda tujuan mendukung sesuatu tanpa mengajak orang u/ bisa paham,2
5/9/2021 12:39,muhsinlabib,Teror tak hanya dilakukan oleh individu dan kelompok dari agama dan etnis tertentu. Yang terjadi di Palestina adalah teror sebuah rezim. ,2
5/9/2021 16:00,SigitJatmiko123,Palestina membutuhkan kehadiran pemikiran dari Persyarikatan Muhammadiyah yang diharapkan dapat mencarikan solusi bagaimana caranya agar Palestina dapat menikmati Kemerdekaannya,0
5/9/2021 16:40,semafahuinjkt,Mari kita tundukan kepala dan doakan saudara saudara muslim kita di Palestina ataupun daerah konflik Timur Tengah agar senantiasa diberikan kesabaran,0
5/9/2021 21:17,RMSigalingging1,Lucunya dari jaman ke jaman doamu gak dikabul2kan... lalu apa yg salah?? Konflik palestina vs israel bukan soal agama yaa... tapi politik kekuasaan... dan itu sudah ada,0
5/9/2021 22:17,azyweiser,Konflik israel palestina itu ga akan berenti sampai hari kiamat nanti..,2
5/9/2021 23:09,DontForgetAisha,Yap setuju . Saya simpati juga dengan palestina,0
5/9/2021 23:20,nya_banyak,Ada yang bilang konflik di Palestina bukan soal agama.Mungkin benar dia kata,0
5/10/2021 2:00,nstarry, Jujur sampe sekarang gw gak ngerti akar masalah yang trjadi antara palestina dan israel,2
5/10/2021 5:51,natzrylkbk, Konflik Palestina: Hanya dengan Doa Bukanlah Solusi  Apa yang terjadi di Al Quds adalah masalah politik dan membutuhkan solusi politik. Kekerasan sistematis suatu negara seharusnya tidak diselesaika,0
5/10/2021 6:05,dith_nattawat1, palestina dan israel itu konfliknya bukan dalam konteks konflik agama tapi politik. Kaget aja komenannya pada dukung israel secara ga langsung lu pada dukung colonialisme atau penjajahan☹,2
5/10/2021 6:05,dith_nattawat1, Dan palestina dan israel itu konfliknya bukan dalam konteks konflik agama tapi politik. Kaget aja komenannya pada dukung israel secara ga langsung lu pada dukung colonialisme atau penjajahan☹,0
5/10/2021 6:19,himillimeter, @biofeb orang Indo dan atau yang ngaku Pancasila/NKRI Harga mati/Soekarnois juga yang dukung Zionist dan Israel itu bodoh ya,2
5/10/2021 7:28,Ndheso_, Mereka berkedok lembaga sosial,2
5/10/2021 8:47,alfiinorahmat, entah apakah cuma aku yang merasa kalau konflik palestina dan israel ini ga begitu ditanggapi sama dunia dan publik figur dunia,2
5/10/2021 8:47,alfiinorahmat, ntah apakah cuma aku yang merasa kalau konflik palestina dan israel ini ga begitu ditanggapi sama dunia dan publik figur dunia,2
5/10/2021 8:59,reynaldtjipto, Buat orang kristen yang mendukung Israel karena perjanjian lama sepertinya sangat bodoh. Mereka lupa kalau Palestina juga diisi minoritas kristen. Konflik ini murni politik dan bukan perang agama,2
5/10/2021 8:59,reynaldtjipto, Buat orang kristen yang mendukung Israel karena perjanjian lama sepertinya sangat bodoh. Mereka lupa kalau Palestina juga diisi minoritas kristen. Konflik ini murni politik dan bukan perang agama,2
5/10/2021 9:06,EJat3010, Bangsa palestina mendiami tanah kosong itu ketika bangsa israel terusir saat kalah dijajah dan akhirnya menyebar keseluruh dunia.. Bagaimana pun juga,0
5/10/2021 9:53,ini_aran, Israel pengen ngerebut palestina cuma atas dasar kepercayaan mereka. dan ini konflik abadi sampai kiamat tertulis di kitab,2
5/10/2021 9:53,ini_aran, @maridanjuana @AREAJULID iya israel pengen ngerebut palestina cuma atas dasar kepercayaan mereka. dan ini konflik abadi sampai kiamat tertulis di kitab,0
5/10/2021 10:06,STUDSGUY, Konflik Israel Palestina itu konflik perebutan daerah atau politik..bukan masalah agama,0
5/10/2021 10:06,STUDSGUY, @whoistimi @Dirwan_Rosdi @JebulMania291 Konflik Israel Palestina itu konflik perebutan daerah atau politik..bukan masalah agama,0
5/10/2021 10:16,APauwang, @CNNIndonesia Konflik yang tidak akan pernah berujung nii sampai kiamat,2
5/10/2021 10:34,UdukBadutBiasa, Ngapain ngurusin palestina udah kliatan konflik kepentingan,2
5/10/2021 10:39,KristySwan, Sebel banget liat masih banyak yang framing konflik Israel-palestina sebagai konflik zionis Yahudi vs muslim Palestina. ,2
5/10/2021 11:09,FTrimus, Memberikan kemerdekaan kepada hongkong dan melepaskan taiwan dari permasalahan internasional beserta penyelesaian konflik israel-palestina.,0
5/10/2021 11:15,ArisWila, Konflik Israel-Palestina hrs di lihat akar masalahnya,1
5/10/2021 11:25,ImamAza10, @Sherly0ctaviani @jokowi Dari dulu sampai sekarang belum pernah denger ada pasukan perdamaian PBB diPalestina...percuma ada badan dunia tapi gak bisa menyelesaikan konflik Palestina Israel kaya ada pem,2
5/10/2021 11:29,hanafiaryanbly, Dalam pikirku yang kolot dan terbatas ini ya. Peran redaksi media itu diuji saat pelanggaran HAM yang ada di Palestina.   Media yang mau ku kritisi adalah tepewen. Why?   Tendensi pimred cenderu,2
5/10/2021 11:44,jampirojam, @AREAJULID Gue pro dan kontra soal kasus Palestina dan Israel. ,0
5/10/2021 13:54,liasatria89, @yasiremres @ShehabAgency tidak akan pernah israel dapat  menghancur kan masjid alaqsa sampai kiamat pun...dan israel tidak akan musnah sampai hari akhir...jika bisa di hancur kan sudah sejak lama,0
5/10/2021 14:08,humanitarrian, Setuju. Memang agenda utama Indonesia apabila jd member tidak tetap UN Security Council adalah untuk membela hak Palestina menjadi negara seutuhnya,1
5/10/2021 14:19,saya_cebongers, @jokowi Kalau palestina dan Israel sudah berdamai artinya kiamat sudah dekat,2
5/10/2021 14:32,wishlistwt, Save 🇵🇸  Semoga orang-orang di Palestina dalam keadaan sehat semua dan semoga konflik yang selama ini terjadi bisa berakhir secepat mungkin. Amiinnnn #SaveSheikhJarrah #SavePalestine,1
5/10/2021 15:43,RioDFM, Mungkin kita udh bisa lebih dewasa kali ya utk mencoba melihat konflik kali ini dr sisi yg lebih objektif. Tidak melulul ttg kesedihan palestina. Kenapa?,1
5/10/2021 15:51,RioDFM, Ini gue bikin thread pembahasannya hanya tentang kasus yang lagi rame 2 minggu blakangan ini ya. Mengajak kita sama2 berpikir objektif aja. Bukan tentang konflik Palestina - zionis israel yg udh mau satu abad ini,2
5/10/2021 16:46,bananaschemer, Konflik Israel-Palestina mengingatkanku akan kebaikan hati Saladin ketika berhasil merebut kota Jerusalem. Saladin enggan untuk menyiksa ataupun mengusir umat non-muslim dari Jerusalem.,0
5/10/2021 17:14,smnfrndz, Soal konflik israel-palestina sebenernya israel juga capek nyerang2 mulu. Cuma mereka sadar aja kalo mereka berhenti nyerang bakal kiamat wkwkwk,2
5/10/2021 17:24,mncrgknskl, kaum cerdas dan kritis nkri kalo soal konflik israel-palestina,0
5/10/2021 17:41,Chatarsis__, Mari melihat israel dan Palestina sebagai konflik 2 negara  BUKAN  Konflik 2 agama,1
5/10/2021 17:41,Chatarsis__, Mari melihat israel dan Palestina sebagai konflik 2 negara  BUKAN  Konflik 2 agama,0
5/10/2021 17:59,Niveri1, @ARI52630069 @jokowi Saya bukan pro yahudi asal anda tau. Tapi saya pro kenyataan aja sih. Fakta yg ada yg sebenarnya terjadi. Rakyat biasa palestina dan israel mereka hidup normal berdampingan sebenar,2
5/10/2021 18:11,ketertibanumum, akhirnya israel bakal buat serangan udara di gaza.  mengapa negara arab ga ada yg mau nyuplai senjata ke palestina? bisa dipakai ngehajar negara arab lain.  cuma iran yg mau suplai.  sygnya simp,2
5/10/2021 18:45,MHendratmoko, @jokowi Cukup fair jika Pem perlu juga dorong rkyt Palestina hindari tindakan2 provokatif yg mancing konflik dng aparat Israel. Konflik hanya rugikan semua fihak. Dorong semua fihak ciptakan perda,2
5/10/2021 20:52,altwrego, dari kemarin belajar soal sejarah palestina-israel dari diusirnya kaum yahudi dri yudae sm kaum romawi smpe runtuhnya kerajaan ottoman yg menyebabkan hilangnya perlindungan atas palestina,0
5/10/2021 21:06,neiztche, banyak pertanyaan PBB kemana dalam kasus palestina israel.. . Padahal PBB udah ngambil tindakan sejak awal konflik,1
5/10/2021 21:06,neiztche, pertanyaannya PBB kemana dalam kasus palestina israel.. . PBB udah ngambil tindakan sejak awal konflik,2
5/10/2021 21:17,haidardzaky, Yang bikin Palestina dan Israel perang itu karena ada kemiripan sejarah,0
5/10/2021 21:18,Tsabit_Q, Di Indonesia pemandangan seperti ini mungkin cuma petasan atau kembang api.  Tapi di Gaza dan israel,2
5/10/2021 21:22,Sa_Ramadhan1, Facebook sangat tidak ramah dgn berita2 konflik Palestina - Israel. Tiga akun saya tumbang gegara memberitakan situasi terkini perlakuan zionist thdp rakyat palestina.  #AlAqsaUnderAttack,2
5/10/2021 21:48,cozycrushh, Konflik Israel Palestina tuh bukan melulu soal agama tapi konflik kepentingan. yg mereka perebutan tuh wilayah,0
5/10/2021 21:59,adorkapple," Yang bilang ""tapi nanti kiamat wkwk"" ke orang berharap konflik israel palestina selesai is seriously selfish. Gila aja ngometarin hal separah itu pake ""wkwk""",1
5/10/2021 22:12,sebongieniyeyo," banyak yang masih mikir kejadian di palestina tuh sebatas ""konflik agama"" Hey ga gitu loh ini udah ngelawan HAM",1
5/10/2021 22:12,sebongieniyeyo," banyak yang masih mikir kejadian di palestina tuh sebatas ""konflik agama"" Hey ga gitu loh ini udah ngelawan HAM",1
5/10/2021 22:16,luqmanfahd, Konflik Palestina-Israel memang bukan konflik sisi agama,1
5/10/2021 22:16,luqmanfahd, Konflik Palestina-Israel memang bukan konflik sisi agama,0
5/10/2021 22:16,luqmanfahd, Konflik Palestina-Israel memang bukan konflik sisi agama,0
5/10/2021 22:22,indra_drajat, Konflik Palestina: Hanya dengan Doa Bukanlah Solusi  Apa yang terjadi di Al Quds adalah masalah politik dan membutuhkan solusi politik. Kekerasan sistematis suatu negara seharusnya tidak diselesai,0
5/10/2021 22:23,cahyo_tris, Gapaham kenapa negara2 lain bahkan PBB terkesan tutup mata dengan konflik Israel-Palestina. Itu udh bertahun tahun. Gilaa,2
5/10/2021 22:23,cahyo_tris, Gapaham kenapa negara2 lain bahkan PBB terkesan tutup mata dg konflik Israel-Palestina. Itu udh bertahun tahun. Gilaa,2
5/10/2021 22:26,SirianaGde, Perlawanan Palestina ini semacam Intifada jilid 3. Dan Israel layak disebut sbg negara Teroris.  #IsraelNegaraTeroris    https://t.co/kwxyxgijUb,2
5/10/2021 22:35,RifqyMAz295, Ya Allah kapan ya konflik Palestina Israel bisa segera berakhir,0
5/10/2021 22:46,isakvaltersen03, @AREAJULID Emang siapa yang bilang konflik Israel-Palestina itu konflik agama? Dari dulu juga kayanya ini konflik wilayah deh. Gak ada hubungannya dengan konflik Yahudi-Islam.,0
5/10/2021 23:06,bbangsyat, @tubirfess Sedih padahal Palestina itu negara pertama yg bantu mengakui kedaulatan Indonesia. Kita terbantu bgt dulu. Tp skrg mrk bgini,2
5/10/2021 23:15,Jenmoodzwoodz, Harus tau dulu sejarah nya bagaimana antara Palestina dan Israel. Memang tidak di benar kan untuk berperang. Semoga cepat terselesaikan masalahnya. Turut berduka bagi yg ditinggalkan. 🧡💙,1
5/11/2021 11:50,Alfiansyahfahri, Kita semua setuju serangan Israel ke Palestina itu adalah kejatahan,0
5/11/2021 13:51,matchasmoothies, Serangan israel ke palestina tidak diketahui oleh idol kpop (?) biasa tu idol2 kesayangan pada kasi dukungan kl ada tragedi2,2
5/11/2021 15:31,_augusteen, Setuju Sikap Indonesia menentang dan Mengutuk serangan Israel Ke Palestina  Penjajahan di atas dunia harus dihapuskan 💪  #ArusBaik,0
5/11/2021 16:52,Yosia_yk, Gapernah ngomongin konflik israel-palestina karena gajelas dan simpang siur,2
5/11/2021 17:55,TiananmenSQ1989, Jadi israel mau ningkatin serangan udara nya setelah mendapatkan rudal dari gaza yang jelas jelas di ledakin di udara sama iron dome. Kalo pihak israel nya ngga pengaruh apa apa,0
5/11/2021 21:17,Sherly0ctaviani, @veraagustian_ @Megatop99 @arnoldy1230 @me_r03n1 Konflik Palestina dan Israel tidak akan pernah damai sampai akhir zaman.  https://t.co/7khNhFyp1K,0
5/11/2021 21:24,joylienordesire, isu konflik israel-palestina ujung-ujungnya selalu dibanding-bandingkan dengan isu papua dan minoritas tertindas di mari yang di mana kaya tai kucing aja sih lo gini-ginian masih aja pada adu n,2
5/11/2021 21:24,samuelfrnnds, Satu hal yang ga pernah gua suka dari konflik Israel - Palestina (Gaza) adalah:  Israel dan Palestina (Gaza) sama sama peralatan tempur,2
5/11/2021 22:21,txtfromsalman, Indonesia emang kalo ada apa-apa cuma menang heboh doang. Setidaknya di bidang sepakbola dan konflik Israel-Palestina.,2
5/11/2021 22:41,bowodk, Semoga kedamaian segera terwujud di Palestina. Terlepas apapun penyebab konflik tsb tak seharusnya menyebabkan terancamnya kenyamanan kehidupan bahkan hilangnya nyawa.  My thoughts and prayers for human,1
5/11/2021 22:41,really_groot, Di tingkat masyarakat pun begitu. Mayoritas masyarakat punya kepedulian besar pada pembebasan Palestina &amp; penyelesaian konflik di sana. Itu bagus atas nama kemanusiaan. Namun skali lagi,1
5/11/2021 22:53,pidilll, terlepas dari nyinyiran soal yang terjadi di palestina bukan konflik agama lah,1
5/11/2021 23:05,syopipedia, Terlalu banyak hal yang gak gua tau terkait Konflik Israel-Palestina.  Jadi daripada gua Speak up terkait hal yang gak gua tau,1
5/11/2021 23:12,Westcoded, Palestina ini konflik rumit. Papua juga rumit. Indonesia malah makin rumit.,2
5/11/2021 23:19,Tafonao2, @Andiarief__ Kemana aja SBY selama 10 tahun menguasa rupanya? Kenapa tdk pada saat pak SBY menguasa diselesaikan konflik antara Israel dan Palestina? Ngomong pakai kaca dong.mungkinkah ini efek sampin,2
5/11/2021 23:36,nugrohosa_, Amerika Serikat dianggap oleh banyak pengamat sebagai penghambat resolusi konflik Palestina-Israel. Sejak tahun 2002,2
5/11/2021 23:36,yo2thok, Alangkah baiknya Pemerintah Indonesia menyerukan kepada Israel dan Palestina untuk menghentikan konflik bersenjata yang terjadi saat ini.,2
5/11/2021 23:36,yo2thok, Alangkah baiknya Pemerintah Indonesia menyerukan kepada Israel dan Palestina untuk menghentikan konflik bersenjata yang terjadi saat ini.,1
5/11/2021 23:40,isabellamaria33, konflik Palestina sudah diluar nalar saya. Kenapa harus menyerang disaat beribadah? Dimana kemanusiaan itu,0
5/11/2021 23:55,isabellamaria33, 3 negara pemegang veto sudah mendesak adanya tindakan khusus pada konflik disana. Dan Amerika sudah jelas mulai goyah. Dan perasaan presiden sudah ngeluarin statement nya,0
5/11/2021 23:59,FormulatorNew, Konflik Palestina: Kekerasan militer hanya bisa dihentikan dg intervensi militer,2
5/11/2021 23:59,jimmyalexsirait, Konflik Palestina sama Israel itu murni politik. Jadi guys tolong jangan diliat dari sisi agama tertentu. Di Israel dan Palestina itu ada Kristen,1
5/11/2021 23:59,jimmyalexsirait, Konflik Palestina sama Israel itu murni politik. Jadi guys tolong jangan diliat dari sisi agama tertentu. Di Israel dan Palestina itu ada Kristen,0
5/12/2021 6:00,scciaIist, @boIabasket wish saya semoga konflik palestina dan israel ini ketemu titik terang. ada dialog yang bisa dilakuka  sehingga segala bentuk kekerasan bisa dihindarkan. amin.,1
5/12/2021 6:39,Avianshitt, Yang sedang terjadi antara Palestina dan Israel adalah tentang perebutan wilayah. bukan perang antar agama. Ini orang orang malah bawa2 agama,0
5/12/2021 7:47,Bpribas1, @RD_4WR1212 @hnurwahid Persoalan Palestina dan Israel sampai kiamat gk bakalan ada yg bisa menyelesaikan kecuali salah satu pihak bergabung atau berintegrasi kemudian menjadi satu negara besar tinggal,2
5/12/2021 7:53,ecko_zidanez, @NUgarislucu Itulah...  Yg namanya Yahudi itu tidak mesti Israel.  Karena Yahudi itu adalah ras. Bukan negara (spt halnya Arab,0
5/12/2021 8:43,secgron, Gue tau lo pada sedang memberikan dukungan terkait situasi yang memanas antara Palestina dan Israel. Tapi bukan berarti ikut menyebarkan hoax tanpa melakukan validasi sama sekali.  Perang di sana bukan,1
5/12/2021 9:59,RanggaWidigda, @anggapph2 Sama. Gw belom bisa nentuin siapa yang bener dan salah dari baca informasi yang beredar makanya kalem aja mantengin update berita palestina dan israel,1
5/12/2021 10:24,hoca_911, @hadifianwidjaja @Ndrews110611 @didisuryokusumo Loh ketika us menjajah dan membantai indian dibilang aneksasi smntara umat islam merebut palestina dr orang romawi disebut menjajah,0
5/12/2021 10:31,NdoroTedjo, Harapanku sederhana saja... Seandainya saja perselisihan antara Palestina dan israel ini bisa diselesaikan dengan hompimpa...betapa menyenangkan dunia ini yg tanpa perang. :((,1
5/12/2021 10:35,crys_an, @Stakof Orang di negara ini lebih melihat konflik tersebut dengan sentimen agama,0
5/12/2021 10:59,tambossnafu, Abis itu keluar lg tudingan klo Israel membantai warga sipil palestina yg tak berdosa. Liat pola serangan Israel. Rudal mrk jelas ke arah 1 titik yg diduga tempat peluncuran roket hamas. Bandingkan,2
5/12/2021 11:20,robbie49100423, @chalimi_achmad @msaid_didu Palestina dan Israel bertikai dr lu masih berbentuk pejuh. 10 thn lagi data lu dr mana? Jgn asal mangap malu ama jenggot.,2
5/12/2021 12:03,boughil," Katanya Palestina - Israel bukan konflik agama tapi kenapa ACT for humanity selalu bernarasi seperti konflik agama?? "" Seorang Muslimah diseret dan diborgol blablabla""..",0
5/12/2021 12:47,dikotelobakar, @mauldhiya Kalau memang israel memberi tau agar sipil palestina menjauh dari hamas knp masih banyak sipil palestin yang mati karena kena bom? Katamu ini bukan konflik agama? Lantas konflik apa ?c,0
5/12/2021 12:50,Lottasalterism, Sejarah konflik israel - palestina sebenernya panjang,0
5/12/2021 12:52,suwarditotok76, @gadisresidu_b3 Yang jelas salah satu tanda kiamat adalah damainya wilayah palestina dan israel...dari sini mungkin kita bisa berpikir Tuhan masih memberi kita banyak waktu untuk jadi khalifah d,0
5/12/2021 13:11,GelongDaud, @SeruniPuspaAlam Konflik Palestina dan Israel yang di sorot Jurnalis tak perlu saya komen karena beritanya gak imbang alias tidak netral. Bodo Amat 🤣,2
5/12/2021 13:16,KSMPMI, Tensi antara Israel dan Palestina atas wilayah Sheikh Jarrah sudah ada sejak tahun 1970-an. Eskalasi konflik dipengaruhi oleh dinamika internal Israel yang berkomitmen pada tujuannya dalam menguasai She,0
5/12/2021 13:18,Indahshaaa, @armandioalif Warisan islam yang ditanamkan dan mesti dipercaya dari konflik Palestina-Israel adalah kalo mereka damai artinya kiamat tinggal ngitung hari.  Selamat idul fitri!,2
5/12/2021 13:33,alwafymamuli, padahal beliau termasuk pemimpin yang benar benar mendukung penuh perjuangan Palestina bahkan sering berkomunikasi dengan pimpinan HAMAS..  walaupun juga tak bisa dipungkiri kerjasama antara turki,0
5/12/2021 13:36,KORBANOKNUMTNI, Mana teroris2 yg katanya mau berjihat ? Ayo krn dgn adanya konflik perang antara Palestina dan Israel kalian bs mewujudkan Perjuangan Jihat kalian... krn klu kalian mmng btl2 mau berjihat saat i,2
5/12/2021 13:38,katebeletje, Memang nature konflik palestina-israel scr khusus dan power relations timteng secara umum pelik dan kusut. Mereka bisa saling tampak sepihak di satu hal,2
5/12/2021 13:39,ardyfadli, Melihat konflik Israel dan Palestina sebenarnya tidak sehitam-putih itu. Apalagi melihatnya dari media-media Indonesia.   https://t.co/0cnyfyCC6K,0
5/12/2021 14:04,Ismuhar, @Ihwangun Kalau kasus palestina dan israel ini ya harus memihak tidak ada zona abu2 karena zona abu2 lebih bahaya dari lawan.. Silahkan pilih yang mana tergantung hati nurani masing2..,0
5/12/2021 14:04,irf_mLa, Prihatin dgn korban sipil dari pihak palestina maupun israel 🙏 Tapi heran gw kok msh ada aja org indonesia yg 100% menyalahkan hamas? Padahal konflik ini udah cukup jelas antara yg kuat &amp; sewena,0
5/12/2021 14:10,sihenrys, @hatetobel0ved @4Y4NKZ Tidak semua karena Israel. ada Konflik antara dua pihak fraksi utama Palestina yaitu Fatah dan Hamas. Mayoritas peperangan adalah terjadi di Jalur Gaza.   Hamas yg lebih dahulu,0
5/12/2021 14:17,bhawiyuga, Agak susah utk bilang tidak ada unsur agama di konflik Palestina karena Israel berdiri atas dasar klaim bahwa Jerusalem dan sekitarnya adalah tanah yang dijanjikan Tuhan untuk bangsa Yahudi.,0
